29,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s51,err,err,err
30,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s52,err,err,err
31,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r14,err,err,err
32,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r15,err,err,err
33,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r16,err,err,err
34,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s56,err,s55,err,err,err,err,err,err,err,err,err
35,err,err,err,r24,r24,r24,err,r24,r24,r24,r24,err,err,err,err,err,r24,err,err,err,err,err,err,err,err,err
36,err,err,err,s12,s11,s16,err,s39,err,err,err,err,err,err,err,err,s13,err,err,err,err,err,err,err,err,err
37,err,err,err,s12,s11,s16,err,s39,err,err,err,err,err,err,err,err,s13,err,err,err,err,err,err,err,err,err
38,err,err,err,s12,s11,s16,err,s39,err,err,err,err,err,err,err,err,s13,err,err,err,err,err,err,err,err,err
39,err,err,err,r30,r30,r30,err,r30,r30,r30,r30,err,err,err,err,err,r30,err,err,err,err,err,err,err,err,err
40,err,err,err,r32,r32,r32,err,err,r32,err,r32,err,err,err,err,err,r32,err,err,err,err,err,err,err,err,err
41,err,err,err,s12,s11,s16,err,err,err,s44,err,err,err,err,err,err,s13,err,err,err,err,err,err,err,err,err
42,err,err,err,s12,s11,s16,err,err,err,s44,err,err,err,err,err,err,s13,err,err,err,err,err,err,err,err,err
43,err,err,err,s12,s11,s16,err,err,err,s44,err,err,err,err,err,err,s13,err,err,err,err,err,err,err,err,err
44,err,err,err,r37,r37,r37,err,err,r37,err,r37,err,err,err,err,err,r37,err,err,err,err,err,err,err,err,err
45,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s56,err,s55,err,err,err,err,err,err,err,err,err
46,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s56,err,s55,err,err,err,err,err,err,err,err,err
47,err,err,err,r3,r3,r3,err,err,r3,err,r3,err,err,err,err,err,r3,err,err,err,err,err,err,err,err,err
48,err,err,err,r4,r4,r4,err,err,r4,err,r4,err,err,err,err,err,r4,err,err,err,err,err,err,err,err,err
49,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s66,err,err,err
50,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r7,s67,err,err
51,err,err,err,r12,r12,r12,err,r12,r12,r12,r12,err,err,err,err,err,r12,err,err,err,err,err,err,err,err,err
52,err,err,err,r13,r13,r13,err,r13,r13,r13,r13,err,err,err,err,err,r13,err,err,err,err,err,err,err,err,err
53,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s68,err,err,err
54,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s69,err,err,r20,err,err,err
55,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r21,err,r21,err,r21,r21,err,err,err
56,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r22,err,r22,err,r22,r22,err,err,err
57,err,err,err,r27,r27,r27,err,r27,r27,r27,r27,err,err,err,err,err,r27,err,err,err,err,err,err,err,err,err
58,err,err,err,r28,r28,r28,err,r28,r28,r28,r28,err,err,err,err,err,r28,err,err,err,err,err,err,err,err,err
59,err,err,err,r29,r29,r29,err,r29,r29,r29,r29,err,err,err,err,err,r29,err,err,err,err,err,err,err,err,err
60,err,err,err,r34,r34,r34,err,err,r34,err,r34,err,err,err,err,err,r34,err,err,err,err,err,err,err,err,err
61,err,err,err,r35,r35,r35,err,err,r35,err,r35,err,err,err,err,err,r35,err,err,err,err,err,err,err,err,err
62,err,err,err,r36,r36,r36,err,err,r36,err,r36,err,err,err,err,err,r36,err,err,err,err,err,err,err,err,err
63,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s70,err,err,err,err
64,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s71,err,err,err,err,err,err,err,err
65,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s72,err,err,err,err
66,err,err,r5,err,err,err,err,err,err,err,err,r5,r5,r5,err,err,err,err,err,err,err,err,err,err,err,err
67,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s50,err,err,err,err,err,err,err,err,err
68,err,err,err,r18,r18,r18,err,r18,r18,r18,r18,err,err,err,err,err,r18,err,err,err,err,err,err,err,err,err
69,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s56,err,s55,err,err,err,err,err,err,err,err,err
70,err,err,err,err,err,err,s75,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err
71,err,err,err,err,err,err,err,err,err,err,err,err,err,err,s56,err,s55,err,err,err,err,err,err,err,err,err
72,err,err,err,r33,r33,r33,err,err,err,r33,err,err,err,err,err,err,r33,err,err,err,err,err,err,err,err,err
73,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r6,err,err,err
74,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r19,err,err,err
75,err,err,err,r25,r25,r25,err,r25,err,err,err,err,err,err,err,err,r25,err,err,err,err,err,err,err,err,err
76,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,err,r26,err,err,err,err
